字頻序號,字,出現頻次,累積頻次,累積百分比	 
1,的,32739,32739,1.651
2,不,24362,57101,2.879
3,一,22524,79625,4.015
4,我,19414,99039,4.994
5,是,17698,116737,5.887
6,人,17638,134375,6.776
7,有,14346,148721,7.5
8,了,12721,161442,8.141
9,大,12416,173858,8.767
10,國,10660,184518,9.305
11,來,10620,195138,9.841
12,生,10256,205394,10.358
13,在,9988,215382,10.862
14,子,9708,225090,11.351
15,們,9454,234544,11.828
16,中,8751,243295,12.269
17,上,8668,251963,12.706
18,他,8554,260517,13.138
19,時,8311,268828,13.557
20,小,8061,276889,13.963
21,地,7580,284469,14.346
22,出,7437,291906,14.721
23,以,7423,299329,15.095
24,學,7306,306635,15.464
25,可,7202,313837,15.827
26,自,7199,321036,16.19
27,這,7175,328211,16.552
28,會,7044,335255,16.907
29,成,6996,342251,17.26
30,家,6979,349230,17.612
31,到,6857,356087,17.958
32,為,6838,362925,18.302
33,天,6799,369724,18.645
34,心,6762,376486,18.986
35,年,6350,382836,19.307
36,然,6264,389100,19.622
37,要,6225,395325,19.936
38,得,6193,401518,20.249
39,說,6151,407669,20.559
40,過,6028,413697,20.863
41,個,5895,419592,21.16
42,著,5869,425461,21.456
43,能,5743,431204,21.746
44,下,5683,436887,22.032
45,動,5567,442454,22.313
46,發,5489,447943,22.59
47,臺,5448,453391,22.865
48,麼,5296,458687,23.132
49,車,5268,463955,23.398
50,那,5234,469189,23.661
51,行,5228,474417,23.925
52,經,5221,479638,24.188
53,去,5197,484835,24.451
54,好,5173,490008,24.711
55,開,5169,495177,24.972
56,現,5129,500306,25.231
57,就,5082,505388,25.487
58,作,5026,510414,25.741
59,後,4942,515356,25.99
60,多,4907,520263,26.237
61,方,4896,525159,26.484
62,如,4889,530048,26.731
63,事,4861,534909,26.976
64,公,4796,539705,27.218
65,看,4757,544462,27.458
66,也,4747,549209,27.697
67,長,4694,553903,27.934
68,面,4622,558525,28.167
69,力,4618,563143,28.4
70,起,4560,567703,28.63
71,裡,4523,572226,28.858
72,高,4363,576589,29.078
73,用,4294,580883,29.294
74,業,4266,585149,29.51
75,你,4224,589373,29.723
76,因,4133,593506,29.931
77,而,4125,597631,30.139
78,分,4076,601707,30.345
79,市,4030,605737,30.548
80,於,4030,609767,30.751
81,道,4007,613774,30.953
82,外,3982,617756,31.154
83,沒,3971,621727,31.354
84,無,3968,625695,31.554
85,同,3967,629662,31.754
86,法,3962,633624,31.954
87,前,3943,637567,32.153
88,水,3851,641418,32.347
89,電,3830,645248,32.54
90,民,3825,649073,32.733
91,對,3775,652848,32.924
92,兒,3745,656593,33.113
93,日,3743,660336,33.301
94,之,3703,664039,33.488
95,文,3701,667740,33.675
96,當,3658,671398,33.859
97,教,3640,675038,34.043
98,新,3638,678676,34.226
99,意,3618,682294,34.409
100,情,3610,685904,34.591
101,所,3600,689504,34.772
102,實,3588,693092,34.953
103,工,3586,696678,35.134
104,全,3574,700252,35.314
105,定,3573,703825,35.495
106,美,3559,707384,35.674
107,理,3513,710897,35.851
108,頭,3499,714396,36.028
109,本,3493,717889,36.204
110,明,3492,721381,36.38
111,氣,3492,724873,36.556
112,進,3423,728296,36.729
113,樣,3416,731712,36.901
114,都,3414,735126,37.073
115,主,3407,738533,37.245
116,間,3393,741926,37.416
117,老,3362,745288,37.586
118,想,3359,748647,37.755
119,重,3342,751989,37.924
120,體,3333,755322,38.092
121,山,3245,758567,38.255
122,物,3238,761805,38.419
123,知,3217,765022,38.581
124,手,3211,768233,38.743
125,相,3199,771432,38.904
126,回,3161,774593,39.063
127,性,3135,777728,39.222
128,果,3102,780830,39.378
129,政,3090,783920,39.534
130,只,3054,786974,39.688
131,此,3042,790016,39.841
132,代,3017,793033,39.993
133,和,2988,796021,40.144
134,活,2986,799007,40.295
135,媽,2986,801993,40.445
136,親,2984,804977,40.596
137,化,2975,807952,40.746
138,加,2975,810927,40.896
139,影,2925,813852,41.043
140,什,2903,816755,41.19
141,身,2902,819657,41.336
142,己,2860,822517,41.48
143,灣,2859,825376,41.625
144,機,2851,828227,41.768
145,部,2839,831066,41.912
146,常,2818,833884,42.054
147,見,2813,836697,42.196
148,其,2787,839484,42.336
149,正,2786,842270,42.477
150,世,2785,845055,42.617
151,北,2775,847830,42.757
152,女,2763,850593,42.896
153,花,2763,853356,43.036
154,合,2754,856110,43.175
155,場,2754,858864,43.313
156,海,2743,861607,43.452
157,者,2722,864329,43.589
158,表,2668,866997,43.724
159,問,2659,869656,43.858
160,立,2626,872282,43.99
161,西,2620,874902,44.122
162,還,2583,877485,44.253
163,最,2560,880045,44.382
164,感,2509,882554,44.508
165,告,2506,885060,44.635
166,度,2494,887554,44.76
167,光,2490,890044,44.886
168,點,2489,892533,45.011
169,色,2465,894998,45.136
170,種,2457,897455,45.26
171,少,2455,899910,45.383
172,風,2443,902353,45.507
173,資,2411,904764,45.628
174,她,2408,907172,45.75
175,期,2374,909546,45.869
176,利,2372,911918,45.989
177,保,2367,914285,46.108
178,友,2366,916651,46.228
179,樂,2360,919011,46.347
180,關,2352,921363,46.465
181,品,2339,923702,46.583
182,書,2336,926038,46.701
183,金,2318,928356,46.818
184,師,2312,930668,46.935
185,產,2306,932974,47.051
186,但,2283,935257,47.166
187,觀,2250,937507,47.28
188,平,2248,939755,47.393
189,太,2240,941995,47.506
190,名,2219,944214,47.618
191,空,2216,946430,47.73
192,變,2210,948640,47.841
193,安,2204,950844,47.952
194,聲,2199,953043,48.063
195,路,2195,955238,48.174
196,從,2193,957431,48.284
197,爸,2184,959615,48.394
198,口,2168,961783,48.504
199,很,2155,963938,48.612
200,真,2139,966077,48.72
201,許,2134,968211,48.828
202,些,2127,970338,48.935
203,又,2119,972457,49.042
204,母,2119,974576,49.149
205,門,2119,976695,49.256
206,孩,2110,978805,49.362
207,展,2109,980914,49.469
208,像,2104,983018,49.575
209,目,2100,985118,49.681
210,信,2099,987217,49.786
211,今,2092,989309,49.892
212,應,2089,991398,49.997
213,特,2088,993486,50.103
214,十,2086,995572,50.208
215,東,2073,997645,50.312
216,入,2064,999709,50.416
217,話,2061,1001770,50.52
218,原,2055,1003825,50.624
219,內,2053,1005878,50.728
220,把,2053,1007931,50.831
221,病,2042,1009973,50.934
222,白,2037,1012010,51.037
223,星,2034,1014044,51.139
224,員,2024,1016068,51.241
225,提,2023,1018091,51.344
226,總,2020,1020111,51.445
227,愛,2019,1022130,51.547
228,畫,2018,1024148,51.649
229,走,1997,1026145,51.75
230,片,1987,1028132,51.85
231,眼,1972,1030104,51.949
232,比,1965,1032069,52.048
233,統,1961,1034030,52.147
234,由,1959,1035989,52.246
235,界,1957,1037946,52.345
236,受,1956,1039902,52.443
237,使,1944,1041846,52.542
238,朋,1939,1043785,52.639
239,通,1933,1045718,52.737
240,球,1928,1047646,52.834
241,別,1921,1049567,52.931
242,已,1909,1051476,53.027
243,覺,1897,1053373,53.123
244,廣,1892,1055265,53.218
245,計,1891,1057156,53.314
246,結,1887,1059043,53.409
247,接,1884,1060927,53.504
248,選,1880,1062807,53.599
249,打,1872,1064679,53.693
250,先,1855,1066534,53.787
251,才,1853,1068387,53.88
252,認,1848,1070235,53.973
253,候,1843,1072078,54.066
254,望,1830,1073908,54.158
255,神,1816,1075724,54.25
256,何,1814,1077538,54.342
257,處,1812,1079350,54.433
258,放,1806,1081156,54.524
259,做,1800,1082956,54.615
260,題,1800,1084756,54.706
261,向,1793,1086549,54.796
262,位,1788,1088337,54.886
263,收,1785,1090122,54.976
264,運,1783,1091905,55.066
265,三,1771,1093676,55.155
266,建,1771,1095447,55.245
267,數,1771,1097218,55.334
268,解,1762,1098980,55.423
269,流,1751,1100731,55.511
270,形,1749,1102480,55.599
271,量,1723,1104203,55.686
272,再,1705,1105908,55.772
273,兩,1699,1107607,55.858
274,清,1699,1109306,55.944
275,馬,1698,1111004,56.029
276,童,1692,1112696,56.115
277,式,1683,1114379,56.199
278,直,1670,1116049,56.284
279,傳,1670,1117719,56.368
280,難,1661,1119380,56.452
281,管,1654,1121034,56.535
282,院,1653,1122687,56.618
283,快,1650,1124337,56.702
284,造,1648,1125985,56.785
285,記,1638,1127623,56.867
286,必,1633,1129256,56.95
287,視,1624,1130880,57.032
288,設,1603,1132483,57.112
289,次,1597,1134080,57.193
290,引,1588,1135668,57.273
291,音,1584,1137252,57.353
292,報,1577,1138829,57.433
293,滿,1576,1140405,57.512
294,術,1568,1141973,57.591
295,命,1553,1143526,57.669
296,社,1550,1145076,57.748
297,月,1549,1146625,57.826
298,演,1548,1148173,57.904
299,交,1547,1149720,57.982
300,司,1544,1151264,58.06
301,住,1544,1152808,58.138
302,育,1544,1154352,58.215
303,聽,1537,1155889,58.293
304,商,1531,1157420,58.37
305,反,1523,1158943,58.447
306,幾,1523,1160466,58.524
307,邊,1508,1161974,58.6
308,父,1496,1163470,58.675
309,至,1495,1164965,58.751
310,舉,1494,1166459,58.826
311,醫,1494,1167953,58.901
312,系,1492,1169445,58.977
313,治,1483,1170928,59.051
314,給,1483,1172411,59.126
315,任,1473,1173884,59.2
316,轉,1469,1175353,59.274
317,導,1468,1176821,59.349
318,辦,1467,1178288,59.423
319,喜,1463,1179751,59.496
320,園,1460,1181211,59.57
321,土,1458,1182669,59.643
322,遠,1452,1184121,59.717
323,價,1452,1185573,59.79
324,科,1443,1187016,59.863
325,怎,1441,1188457,59.935
326,四,1439,1189896,60.008
327,非,1436,1191332,60.08
328,區,1435,1192767,60.153
329,歡,1434,1194201,60.225
330,完,1430,1195631,60.297
331,往,1427,1197058,60.369
332,二,1425,1198483,60.441
333,南,1415,1199898,60.512
334,容,1415,1201313,60.584
335,服,1413,1202726,60.655
336,近,1409,1204135,60.726
337,調,1407,1205542,60.797
338,字,1399,1206941,60.868
339,指,1398,1208339,60.938
340,象,1390,1209729,61.008
341,校,1386,1211115,61.078
342,林,1385,1212500,61.148
343,未,1383,1213883,61.218
344,程,1382,1215265,61.287
345,改,1381,1216646,61.357
346,求,1381,1218027,61.427
347,始,1380,1219407,61.496
348,帶,1380,1220787,61.566
349,失,1376,1222163,61.635
350,制,1370,1223533,61.704
351,精,1370,1224903,61.773
352,務,1368,1226271,61.842
353,更,1366,1227637,61.911
354,每,1352,1228989,61.979
355,紅,1351,1230340,62.048
356,陸,1351,1231691,62.116
357,笑,1343,1233034,62.183
358,輕,1333,1234367,62.251
359,吃,1329,1235696,62.318
360,節,1324,1237020,62.384
361,強,1323,1238343,62.451
362,單,1318,1239661,62.518
363,石,1312,1240973,62.584
364,古,1306,1242279,62.65
365,深,1304,1243583,62.715
366,房,1300,1244883,62.781
367,整,1299,1246182,62.847
368,專,1289,1247471,62.912
369,論,1288,1248759,62.976
370,等,1287,1250046,63.041
371,投,1286,1251332,63.106
372,考,1284,1252616,63.171
373,斯,1281,1253897,63.236
374,陽,1277,1255174,63.3
375,功,1272,1256446,63.364
376,遊,1272,1257718,63.428
377,推,1271,1258989,63.492
378,語,1271,1260260,63.556
379,念,1269,1261529,63.62
380,英,1263,1262792,63.684
381,研,1258,1264050,63.748
382,樹,1258,1265308,63.811
383,張,1255,1266563,63.874
384,創,1251,1267814,63.937
385,環,1251,1269065,64.001
386,型,1250,1270315,64.064
387,便,1244,1271559,64.126
388,興,1243,1272802,64.189
389,速,1242,1274044,64.252
390,義,1238,1275282,64.314
391,落,1236,1276518,64.376
392,達,1235,1277753,64.439
393,戰,1234,1278987,64.501
394,質,1231,1280218,64.563
395,示,1230,1281448,64.625
396,思,1230,1282678,64.687
397,濟,1222,1283900,64.749
398,營,1218,1285118,64.81
399,讀,1214,1286332,64.871
400,縣,1212,1287544,64.932
401,費,1211,1288755,64.994
402,客,1202,1289957,65.054
403,賽,1200,1291157,65.115
404,持,1197,1292354,65.175
405,華,1192,1293546,65.235
406,火,1191,1294737,65.295
407,青,1186,1295923,65.355
408,線,1183,1297106,65.415
409,格,1174,1298280,65.474
410,河,1167,1299447,65.533
411,熱,1167,1300614,65.592
412,識,1167,1301781,65.65
413,共,1166,1302947,65.709
414,故,1164,1304111,65.768
415,離,1164,1305275,65.827
416,決,1163,1306438,65.885
417,王,1161,1307599,65.944
418,呢,1151,1308750,66.002
419,腦,1150,1309900,66.06
420,連,1148,1311048,66.118
421,團,1148,1312196,66.176
422,步,1145,1313341,66.233
423,卻,1145,1314486,66.291
424,取,1144,1315630,66.349
425,布,1135,1316765,66.406
426,消,1129,1317894,66.463
427,男,1124,1319018,66.52
428,黃,1123,1320141,66.576
429,言,1120,1321261,66.633
430,類,1119,1322380,66.689
431,死,1117,1323497,66.746
432,包,1115,1324612,66.802
433,亞,1104,1325716,66.858
434,際,1101,1326817,66.913
435,士,1100,1327917,66.969
436,眾,1100,1329017,67.024
437,黨,1097,1330114,67.079
438,照,1096,1331210,67.135
439,且,1095,1332305,67.19
440,早,1092,1333397,67.245
441,飛,1091,1334488,67.3
442,及,1089,1335577,67.355
443,參,1088,1336665,67.41
444,究,1086,1337751,67.464
445,寫,1084,1338835,67.519
446,易,1083,1339918,67.574
447,備,1080,1340998,67.628
448,基,1078,1342076,67.683
449,景,1076,1343152,67.737
450,算,1075,1344227,67.791
451,半,1069,1345296,67.845
452,各,1068,1346364,67.899
453,角,1068,1347432,67.953
454,件,1066,1348498,68.006
455,府,1066,1349564,68.06
456,雖,1061,1350625,68.114
457,夫,1056,1351681,68.167
458,響,1056,1352737,68.22
459,爭,1053,1353790,68.273
460,細,1053,1354843,68.326
461,或,1052,1355895,68.38
462,軍,1052,1356947,68.433
463,叫,1051,1357998,68.486
464,足,1046,1359044,68.538
465,議,1045,1360089,68.591
466,苦,1043,1361132,68.644
467,食,1040,1362172,68.696
468,第,1039,1363211,68.748
469,香,1034,1364245,68.801
470,德,1033,1365278,68.853
471,技,1026,1366304,68.904
472,元,1024,1367328,68.956
473,史,1024,1368352,69.008
474,城,1024,1369376,69.059
475,紀,1022,1370398,69.111
476,它,1020,1371418,69.162
477,條,1019,1372437,69.214
478,境,1018,1373455,69.265
479,排,1017,1374472,69.316
480,與,1017,1375489,69.368
481,藝,1016,1376505,69.419
482,標,1015,1377520,69.47
483,該,1014,1378534,69.521
484,斷,1013,1379547,69.572
485,集,1010,1380557,69.623
486,器,1005,1381562,69.674
487,養,1003,1382565,69.725
488,企,996,1383561,69.775
489,態,992,1384553,69.825
490,切,989,1385542,69.875
491,助,976,1386518,69.924
492,夜,973,1387491,69.973
493,準,973,1388464,70.022
494,雨,968,1389432,70.071
495,根,968,1390400,70.12
496,聯,968,1391368,70.168
497,終,967,1392335,70.217
498,除,963,1393298,70.266
499,權,963,1394261,70.314
500,乎,958,1395219,70.363
501,領,957,1396176,70.411
502,錢,953,1397129,70.459
503,案,951,1398080,70.507
504,驗,951,1399031,70.555
505,勢,949,1399980,70.603
506,奇,948,1400928,70.651
507,黑,948,1401876,70.698
508,並,947,1402823,70.746
509,百,945,1403768,70.794
510,規,945,1404713,70.841
511,顯,944,1405657,70.889
512,具,939,1406596,70.936
513,萬,934,1407530,70.984
514,存,932,1408462,71.031
515,底,932,1409394,71.078
516,將,932,1410326,71.125
517,圖,931,1411257,71.172
518,晚,925,1412182,71.218
519,歷,925,1413107,71.265
520,詩,924,1414031,71.311
521,低,921,1414952,71.358
522,拉,916,1415868,71.404
523,座,916,1416784,71.45
524,春,913,1417697,71.496
525,約,913,1418610,71.542
526,希,905,1419515,71.588
527,假,903,1420418,71.634
528,預,903,1421321,71.679
529,官,900,1422221,71.724
530,似,899,1423120,71.77
531,獨,899,1424019,71.815
532,增,897,1424916,71.86
533,即,896,1425812,71.906
534,坐,894,1426706,71.951
535,木,887,1427593,71.995
536,鄉,884,1428477,72.04
537,首,883,1429360,72.084
538,找,881,1430241,72.129
539,刻,881,1431122,72.173
540,爾,880,1432002,72.218
541,需,879,1432881,72.262
542,草,878,1433759,72.306
543,久,877,1434636,72.351
544,五,875,1435511,72.395
545,戲,873,1436384,72.439
546,室,872,1437256,72.483
547,局,869,1438125,72.527
548,絕,866,1438991,72.57
549,確,864,1439855,72.614
550,續,859,1440714,72.657
551,率,855,1441569,72.7
552,效,853,1442422,72.743
553,油,852,1443274,72.786
554,留,852,1444126,72.829
555,克,850,1444976,72.872
556,例,848,1445824,72.915
557,溫,847,1446671,72.957
558,衣,846,1447517,73
559,里,842,1448359,73.043
560,班,841,1449200,73.085
561,洲,839,1450039,73.127
562,證,837,1450876,73.17
563,嚴,835,1451711,73.212
564,組,834,1452545,73.254
565,況,832,1453377,73.296
566,裝,831,1454208,73.338
567,值,830,1455038,73.379
568,極,830,1455868,73.421
569,亮,829,1456697,73.463
570,味,825,1457522,73.505
571,令,824,1458346,73.546
572,須,824,1459170,73.588
573,廠,824,1459994,73.629
574,弟,820,1460814,73.671
575,港,820,1461634,73.712
576,護,816,1462450,73.753
577,願,814,1463264,73.794
578,哥,812,1464076,73.835
579,腳,809,1464885,73.876
580,料,808,1465693,73.917
581,則,805,1466498,73.957
582,銀,805,1467303,73.998
583,查,804,1468107,74.039
584,習,799,1468906,74.079
585,製,799,1469705,74.119
586,雄,797,1470502,74.159
587,健,796,1471298,74.199
588,訴,795,1472093,74.24
589,注,792,1472885,74.28
590,痛,792,1473677,74.319
591,血,791,1474468,74.359
592,狀,791,1475259,74.399
593,登,791,1476050,74.439
594,越,787,1476837,74.479
595,族,783,1477620,74.518
596,龍,783,1478403,74.558
597,省,779,1479182,74.597
598,級,779,1479961,74.636
599,葉,778,1480739,74.676
600,跟,778,1481517,74.715
601,劇,778,1482295,74.754
602,蘭,778,1483073,74.793
603,異,776,1483849,74.832
604,趣,774,1484623,74.871
605,魚,772,1485395,74.91
606,職,772,1486167,74.949
607,請,771,1486938,74.988
608,居,767,1487705,75.027
609,源,767,1488472,75.066
610,隨,766,1489238,75.104
611,優,766,1490004,75.143
612,李,765,1490769,75.181
613,配,762,1491531,75.22
614,舞,762,1492293,75.258
615,險,762,1493055,75.297
616,破,760,1493815,75.335
617,壓,759,1494574,75.373
618,防,758,1495332,75.412
619,股,758,1496090,75.45
620,歌,757,1496847,75.488
621,列,756,1497603,75.526
622,農,754,1498357,75.564
623,般,751,1499108,75.602
624,福,750,1499858,75.64
625,密,748,1500606,75.678
626,嗎,747,1501353,75.715
627,緊,747,1502100,75.753
628,謝,747,1502847,75.791
629,充,746,1503593,75.828
630,皮,745,1504338,75.866
631,玩,745,1505083,75.903
632,策,745,1505828,75.941
633,維,745,1506573,75.978
634,麗,742,1507315,76.016
635,旅,741,1508056,76.053
636,傷,737,1508793,76.09
637,吸,735,1509528,76.127
638,禮,735,1510263,76.165
639,印,733,1510996,76.202
640,超,733,1511729,76.238
641,被,731,1512460,76.275
642,試,731,1513191,76.312
643,談,731,1513922,76.349
644,背,728,1514650,76.386
645,支,727,1515377,76.422
646,甚,727,1516104,76.459
647,銷,725,1516829,76.496
648,館,721,1517550,76.532
649,息,720,1518270,76.568
650,千,719,1518989,76.605
651,財,719,1519708,76.641
652,雙,718,1520426,76.677
653,靜,717,1521143,76.713
654,曾,714,1521857,76.749
655,漸,713,1522570,76.785
656,買,711,1523281,76.821
657,否,710,1523991,76.857
658,送,709,1524700,76.893
659,升,706,1525406,76.928
660,站,706,1526112,76.964
661,係,703,1526815,76.999
662,微,703,1527518,77.035
663,修,697,1528215,77.07
664,巴,696,1528911,77.105
665,寶,696,1529607,77.14
666,致,693,1530300,77.175
667,汽,686,1530986,77.21
668,急,686,1531672,77.244
669,素,685,1532357,77.279
670,驚,685,1533042,77.313
671,野,682,1533724,77.348
672,供,681,1534405,77.382
673,良,680,1535085,77.416
674,適,680,1535765,77.451
675,積,680,1536445,77.485
676,牛,679,1537124,77.519
677,招,679,1537803,77.553
678,八,678,1538481,77.588
679,阿,678,1539159,77.622
680,懷,678,1539837,77.656
681,洋,676,1540513,77.69
682,課,676,1541189,77.724
683,答,668,1541857,77.758
684,獎,667,1542524,77.792
685,屋,666,1543190,77.825
686,唱,666,1543856,77.859
687,模,666,1544522,77.892
688,羅,666,1545188,77.926
689,藥,666,1545854,77.959
690,跑,665,1546519,77.993
691,綠,664,1547183,78.026
692,盡,663,1547846,78.06
693,怕,662,1548508,78.093
694,待,662,1549170,78.127
695,夠,661,1549831,78.16
696,突,660,1550491,78.193
697,初,657,1551148,78.226
698,康,657,1551805,78.26
699,差,656,1552461,78.293
700,減,655,1553116,78.326
701,燈,654,1553770,78.359
702,票,653,1554423,78.392
703,復,652,1555075,78.424
704,臉,652,1555727,78.457
705,施,650,1556377,78.49
706,較,650,1557027,78.523
707,益,643,1557670,78.555
708,獲,641,1558311,78.588
709,講,638,1558949,78.62
710,讓,638,1559587,78.652
711,冷,636,1560223,78.684
712,負,634,1560857,78.716
713,善,633,1561490,78.748
714,簡,633,1562123,78.78
715,止,632,1562755,78.812
716,害,632,1563387,78.844
717,構,631,1564018,78.875
718,錯,630,1564648,78.907
719,酒,629,1565277,78.939
720,另,628,1565905,78.971
721,慢,628,1566533,79.002
722,輪,627,1567160,79.034
723,拿,626,1567786,79.066
724,操,626,1568412,79.097
725,岸,625,1569037,79.129
726,稱,625,1569662,79.16
727,層,625,1570287,79.192
728,靈,625,1570912,79.223
729,筆,624,1571536,79.255
730,隊,624,1572160,79.286
731,雲,624,1572784,79.318
732,富,623,1573407,79.349
733,據,623,1574030,79.38
734,倒,622,1574652,79.412
735,智,622,1575274,79.443
736,飯,622,1575896,79.475
737,樓,621,1576517,79.506
738,竟,620,1577137,79.537
739,依,619,1577756,79.568
740,雜,619,1578375,79.6
741,仍,618,1578993,79.631
742,委,617,1579610,79.662
743,散,610,1580220,79.693
744,紙,609,1580829,79.723
745,庭,607,1581436,79.754
746,坡,606,1582042,79.784
747,毒,605,1582647,79.815
748,顧,605,1583252,79.846
749,停,603,1583855,79.876
750,評,602,1584457,79.906
751,聞,602,1585059,79.937
752,賣,602,1585661,79.967
753,檢,602,1586263,79.997
754,毛,598,1586861,80.028
755,款,598,1587459,80.058
756,責,597,1588056,80.088
757,店,596,1588652,80.118
758,擔,596,1589248,80.148
759,幫,596,1589844,80.178
760,船,595,1590439,80.208
761,歐,595,1591034,80.238
762,牙,594,1591628,80.268
763,限,594,1592222,80.298
764,臨,594,1592816,80.328
765,婦,592,1593408,80.358
766,擎,591,1593999,80.387
767,迷,589,1594588,80.417
768,板,588,1595176,80.447
769,換,588,1595764,80.477
770,沙,587,1596351,80.506
771,歲,587,1596938,80.536
772,典,586,1597524,80.565
773,群,586,1598110,80.595
774,午,584,1598694,80.624
775,彩,584,1599278,80.654
776,採,579,1599857,80.683
777,段,578,1600435,80.712
778,免,577,1601012,80.741
779,競,576,1601588,80.77
780,吧,575,1602163,80.799
781,六,573,1602736,80.828
782,田,573,1603309,80.857
783,錄,573,1603882,80.886
784,察,572,1604454,80.915
785,衛,570,1605024,80.943
786,永,569,1605593,80.972
787,周,569,1606162,81.001
788,隻,568,1606730,81.03
789,舊,566,1607296,81.058
790,句,564,1607860,81.087
791,乾,560,1608420,81.115
792,追,556,1608976,81.143
793,戶,555,1609531,81.171
794,夏,555,1610086,81.199
795,執,553,1610639,81.227
796,波,552,1611191,81.255
797,穿,552,1611743,81.282
798,堂,552,1612295,81.31
799,礙,551,1612846,81.338
800,忙,550,1613396,81.366
801,幼,547,1613943,81.393
802,織,546,1614489,81.421
803,威,545,1615034,81.448
804,缺,544,1615578,81.476
805,革,543,1616121,81.503
806,恐,540,1616661,81.53
807,盤,540,1617201,81.558
808,卡,539,1617740,81.585
809,沉,538,1618278,81.612
810,忽,537,1618815,81.639
811,妹,536,1619351,81.666
812,劃,536,1619887,81.693
813,討,535,1620422,81.72
814,繼,533,1620955,81.747
815,休,530,1621485,81.774
816,染,530,1622015,81.8
817,逐,530,1622545,81.827
818,鐵,530,1623075,81.854
819,怪,529,1623604,81.881
820,貨,528,1624132,81.907
821,悲,528,1624660,81.934
822,號,528,1625188,81.96
823,牠,527,1625715,81.987
824,婚,527,1626242,82.014
825,寒,527,1626769,82.04
826,志,526,1627295,82.067
827,江,525,1627820,82.093
828,激,525,1628345,82.12
829,擊,524,1628869,82.146
830,竹,522,1629391,82.172
831,勞,521,1629912,82.199
832,遺,520,1630432,82.225
833,夢,519,1630951,82.251
834,圍,518,1631469,82.277
835,窗,518,1631987,82.303
836,降,516,1632503,82.329
837,街,516,1633019,82.355
838,幕,516,1633535,82.381
839,呼,512,1634047,82.407
840,熟,511,1634558,82.433
841,鏡,511,1635069,82.459
842,睡,510,1635579,82.484
843,忘,509,1636088,82.51
844,村,509,1636597,82.536
845,九,508,1637105,82.561
846,派,508,1637613,82.587
847,殺,508,1638121,82.613
848,尋,508,1638629,82.638
849,菜,507,1639136,82.664
850,拍,506,1639642,82.689
851,附,506,1640148,82.715
852,鳥,506,1640654,82.74
853,稅,505,1641159,82.766
854,置,504,1641663,82.791
855,島,503,1642166,82.817
856,烈,502,1642668,82.842
857,退,501,1643169,82.867
858,移,501,1643670,82.892
859,療,501,1644171,82.918
860,徵,500,1644671,82.943
861,跳,498,1645169,82.968
862,宋,497,1645666,82.993
863,勝,497,1646163,83.018
864,曲,495,1646658,83.043
865,探,495,1647153,83.068
866,訪,495,1647648,83.093
867,植,495,1648143,83.118
868,伯,489,1648632,83.143
869,朝,489,1649121,83.167
870,協,488,1649609,83.192
871,訊,487,1650096,83.217
872,畢,487,1650583,83.241
873,浪,486,1651069,83.266
874,普,486,1651555,83.29
875,餐,486,1652041,83.315
876,剛,485,1652526,83.339
877,洗,483,1653009,83.363
878,短,481,1653490,83.388
879,補,481,1653971,83.412
880,啊,480,1654451,83.436
881,控,479,1654930,83.46
882,迎,478,1655408,83.484
883,耳,477,1655885,83.509
884,左,476,1656361,83.533
885,牌,476,1656837,83.557
886,警,476,1657313,83.581
887,尼,475,1657788,83.604
888,略,475,1658263,83.628
889,塊,475,1658738,83.652
890,掉,474,1659212,83.676
891,圓,474,1659686,83.7
892,材,473,1660159,83.724
893,掌,473,1660632,83.748
894,右,472,1661104,83.772
895,帝,472,1661576,83.796
896,搖,472,1662048,83.819
897,京,471,1662519,83.843
898,陳,471,1662990,83.867
899,測,471,1663461,83.891
900,肉,470,1663931,83.914
901,售,470,1664401,83.938
902,雪,470,1664871,83.962
903,秋,469,1665340,83.985
904,救,468,1665808,84.009
905,賞,468,1666276,84.033
906,亂,466,1666742,84.056
907,潮,461,1667203,84.079
908,皇,460,1667663,84.102
909,湖,460,1668123,84.126
910,守,459,1668582,84.149
911,射,458,1669040,84.172
912,雞,458,1669498,84.195
913,貴,455,1669953,84.218
914,煙,454,1670407,84.241
915,露,454,1670861,84.264
916,避,453,1671314,84.287
917,藏,453,1671767,84.309
918,宜,452,1672219,84.332
919,額,450,1672669,84.355
920,七,449,1673118,84.378
921,抗,449,1673567,84.4
922,享,448,1674015,84.423
923,鼓,447,1674462,84.445
924,屬,447,1674909,84.468
925,購,446,1675355,84.49
926,頂,445,1675800,84.513
927,疑,445,1676245,84.535
928,宮,444,1676689,84.558
929,睛,444,1677133,84.58
930,冰,443,1677576,84.602
931,透,441,1678017,84.625
932,障,439,1678456,84.647
933,困,438,1678894,84.669
934,慶,438,1679332,84.691
935,宣,436,1679768,84.713
936,旁,435,1680203,84.735
937,洞,433,1680636,84.757
938,巨,432,1681068,84.779
939,趕,432,1681500,84.8
940,姐,431,1681931,84.822
941,若,430,1682361,84.844
942,律,429,1682790,84.865
943,症,429,1683219,84.887
944,陰,429,1683648,84.909
945,順,429,1684077,84.93
946,階,427,1684504,84.952
947,擇,426,1684930,84.973
948,承,425,1685355,84.995
949,幸,423,1685778,85.016
950,歸,423,1686201,85.037
951,豐,423,1686624,85.059
952,鐘,423,1687047,85.08
953,遇,420,1687467,85.101
954,端,420,1687887,85.122
955,擁,420,1688307,85.144
956,默,419,1688726,85.165
